StatementID,BankAccountNumber,TransactionDate,ValueDate,Currency,Amount,DebitCreditIndicator,Description,BankReference,ReferenceNumber,MatchType
STM00000041,GB29NWBK60161331926819,2026-01-02,2026-01-07,EUR,53928.85,C,Grant proceeds,BNK414620569,REF53802430,perfect
STM00000042,GB29NWBK60161331926819,2026-02-28,2026-02-28,JPY,381692.78,D,Equipment purchase,BNK351908846,REF81047599,perfect
STM00000043,FR7614508059144921279050070,2026-02-11,2026-02-12,USD,68592.14,C,Intercompany transfer in,BNK468466216,REF94498040,perfect
STM00000044,GB29NWBK60161331926819,2026-01-18,2026-01-18,CAD,196584.64,D,SEPA direct debit,BNK835553900,REF77153310,perfect
STM00000045,US123456789012345678,2026-03-18,2026-03-23,CHF,71919.98,C,ACH credit settlement,BNK601188207,REF16956691,perfect
STM00000046,US123456789012345678,2026-01-10,2026-01-10,AUD,92659.69,C,Payroll funding,BNK796046199,REF82606675,perfect
STM00000047,FR7614508059144921279050070,2026-01-12,2026-01-15,JPY,140356.86,C,Grant proceeds,BNK484355596,REF27339137,perfect
STM00000048,FR7614508059144921279050070,2026-02-13,2026-02-13,GBP,231294.80,C,Sales proceeds,BNK835138094,REF11597157,perfect
STM00000049,DE89370400440532013000,2026-03-17,2026-03-19,GBP,354795.14,D,Utility payment,BNK384579303,REF29006077,perfect
STM00000050,FR7614508059144921279050070,2026-02-17,2026-02-19,AUD,385213.14,C,Loan drawdown,BNK596109948,REF30378187,perfect
