StatementID,BankAccountNumber,TransactionDate,ValueDate,Currency,Amount,DebitCreditIndicator,Description,BankReference,ReferenceNumber,MatchType
STM00000077,DE89370400440532013000,2026-01-13,2026-01-15,GBP,50581.05,C,Dividend income,BNK955068537,REF46814278,oneToMany
STM00000078,DE89370400440532013000,2026-01-13,2026-01-15,GBP,56090.96,C,Grant proceeds,BNK438179279,REF46814278,oneToMany
STM00000079,FR7614508059144921279050070,2026-03-21,2026-03-21,JPY,60110.36,C,SEPA credit transfer,BNK468738463,REF57531431,oneToMany
STM00000080,FR7614508059144921279050070,2026-03-21,2026-03-21,JPY,98437.92,C,Intercompany transfer in,BNK178600366,REF57531431,oneToMany
STM00000081,FR7614508059144921279050070,2026-03-21,2026-03-21,JPY,66268.11,C,FX contract settlement,BNK977965709,REF57531431,oneToMany
STM00000082,DE89370400440532013000,2026-03-03,2026-03-06,CHF,159427.61,C,Commission income,BNK642876140,REF48372879,oneToMany
STM00000083,DE89370400440532013000,2026-03-03,2026-03-06,CHF,143146.18,C,Sales proceeds,BNK180465182,REF48372879,oneToMany
STM00000084,DE89370400440532013000,2026-03-03,2026-03-06,CHF,162479.22,C,Interest credit,BNK636494597,REF48372879,oneToMany
STM00000085,AU123456789012345,2026-02-28,2026-03-03,CHF,73780.39,C,Trade settlement receipt,BNK160113331,REF24455815,oneToMany
STM00000086,AU123456789012345,2026-02-28,2026-03-03,CHF,65685.96,C,Deposit received,BNK391924450,REF24455815,oneToMany
STM00000087,AU123456789012345,2026-02-28,2026-03-03,CHF,73959.48,C,Payroll funding,BNK287137021,REF24455815,oneToMany
STM00000088,AU123456789012345,2026-03-28,2026-04-01,AUD,68196.21,C,Dividend income,BNK531903224,REF80730993,oneToMany
STM00000089,AU123456789012345,2026-03-28,2026-04-01,AUD,96888.90,C,Invoice payment INV-7167,BNK552720880,REF80730993,oneToMany
STM00000090,AU123456789012345,2026-03-28,2026-04-01,AUD,79573.12,C,Dividend income,BNK616375958,REF80730993,oneToMany
STM00000091,GB29NWBK60161331926819,2026-03-22,2026-03-24,CAD,67345.88,C,Customer payment received,BNK434667145,REF26889495,oneToMany
STM00000092,GB29NWBK60161331926819,2026-03-22,2026-03-24,CAD,57304.76,C,FX contract settlement,BNK438416140,REF26889495,oneToMany
STM00000093,GB29NWBK60161331926819,2026-03-22,2026-03-24,CAD,72957.77,C,Bond coupon payment,BNK248653504,REF26889495,oneToMany
STM00000094,DE89370400440532013000,2026-01-24,2026-01-27,CAD,32593.34,D,Invoice payment to vendor,BNK866201362,REF73043515,oneToMany
STM00000095,DE89370400440532013000,2026-01-24,2026-01-27,CAD,25322.57,D,Equipment purchase,BNK905947178,REF73043515,oneToMany
STM00000096,DE89370400440532013000,2026-01-24,2026-01-27,CAD,35332.49,D,Supplier payment,BNK196079103,REF73043515,oneToMany
STM00000097,DE89370400440532013000,2026-01-27,2026-01-28,EUR,65544.91,D,Service fee payment,BNK925419434,REF99329520,oneToMany
STM00000098,DE89370400440532013000,2026-01-27,2026-01-28,EUR,80740.63,D,FX contract payment,BNK317485916,REF99329520,oneToMany
STM00000099,DE89370400440532013000,2026-01-27,2026-01-28,EUR,81344.85,D,FX contract payment,BNK964362683,REF99329520,oneToMany
STM00000100,US123456789012345678,2026-01-17,2026-01-17,CAD,32134.25,D,Intercompany transfer out,BNK576711218,REF23507317,oneToMany
STM00000101,US123456789012345678,2026-01-17,2026-01-17,CAD,33466.26,D,Trade settlement payment,BNK786966106,REF23507317,oneToMany
STM00000102,US123456789012345678,2026-01-17,2026-01-17,CAD,34485.11,D,Equipment purchase,BNK578596510,REF23507317,oneToMany
STM00000103,FR7614508059144921279050070,2026-02-04,2026-02-04,USD,134476.96,C,ACH credit settlement,BNK747827869,REF24257189,oneToMany
STM00000104,FR7614508059144921279050070,2026-02-04,2026-02-04,USD,202258.61,C,Customer payment received,BNK871894222,REF24257189,oneToMany
STM00000105,FR7614508059144921279050070,2026-02-04,2026-02-04,USD,135247.38,C,Dividend income,BNK771224615,REF24257189,oneToMany
STM00000106,DE89370400440532013000,2026-01-28,2026-01-30,CHF,89575.39,C,SEPA credit transfer,BNK149821294,REF52049604,oneToMany
STM00000107,DE89370400440532013000,2026-01-28,2026-01-30,CHF,85920.33,C,Customer payment received,BNK998335384,REF52049604,oneToMany
STM00000108,DE89370400440532013000,2026-01-28,2026-01-30,CHF,97055.63,C,SEPA credit transfer,BNK244398851,REF52049604,oneToMany
STM00000109,AU123456789012345,2026-01-31,2026-02-03,EUR,113470.99,C,Sales proceeds,BNK715109022,REF11332171,oneToMany
STM00000110,AU123456789012345,2026-01-31,2026-02-03,EUR,121409.52,C,Interest credit,BNK662051753,REF11332171,oneToMany
STM00000111,AU123456789012345,2026-01-31,2026-02-03,EUR,150450.16,C,SEPA credit transfer,BNK279830099,REF11332171,oneToMany
STM00000112,DE89370400440532013000,2026-01-01,2026-01-01,EUR,181151.55,D,Equipment purchase,BNK974758161,REF88930920,oneToMany
STM00000113,DE89370400440532013000,2026-01-01,2026-01-01,EUR,129268.67,D,ACH debit settlement,BNK944034973,REF88930920,oneToMany
STM00000114,DE89370400440532013000,2026-01-01,2026-01-01,EUR,167672.64,D,Insurance premium payment,BNK441724309,REF88930920,oneToMany
STM00000115,DE89370400440532013000,2026-02-25,2026-03-02,USD,20505.71,D,Equipment purchase,BNK287092291,REF63237799,oneToMany
STM00000116,DE89370400440532013000,2026-02-25,2026-03-02,USD,26814.31,D,ACH debit settlement,BNK603771116,REF63237799,oneToMany
STM00000117,DE89370400440532013000,2026-02-25,2026-03-02,USD,24815.48,D,ACH debit settlement,BNK626128300,REF63237799,oneToMany
STM00000118,GB29NWBK60161331926819,2026-01-20,2026-01-21,GBP,102786.75,D,Utility payment,BNK277740034,REF26010872,oneToMany
STM00000119,GB29NWBK60161331926819,2026-01-20,2026-01-21,GBP,99420.50,D,Wire transfer outbound,BNK655157615,REF26010872,oneToMany
STM00000120,GB29NWBK60161331926819,2026-01-20,2026-01-21,GBP,86811.13,D,SEPA direct debit,BNK496039520,REF26010872,oneToMany
STM00000121,US123456789012345678,2026-02-15,2026-02-15,EUR,168924.25,D,Tax remittance,BNK928743205,REF49270811,oneToMany
STM00000122,US123456789012345678,2026-02-15,2026-02-15,EUR,167883.97,D,Equipment purchase,BNK302166788,REF49270811,oneToMany
STM00000123,US123456789012345678,2026-02-15,2026-02-15,EUR,126589.68,D,SEPA direct debit,BNK366417019,REF49270811,oneToMany
STM00000124,US123456789012345678,2026-01-08,2026-01-09,JPY,22018.40,D,Bond redemption,BNK936576757,REF52607080,oneToMany
STM00000125,US123456789012345678,2026-01-08,2026-01-09,JPY,21936.43,D,FX contract payment,BNK870538039,REF52607080,oneToMany
STM00000126,US123456789012345678,2026-01-08,2026-01-09,JPY,29012.46,D,Equipment purchase,BNK437812781,REF52607080,oneToMany
STM00000127,AU123456789012345,2026-01-31,2026-02-02,CHF,130929.86,D,Utility payment,BNK191924442,REF88774996,oneToMany
STM00000128,AU123456789012345,2026-01-31,2026-02-02,CHF,172153.83,D,Bond redemption,BNK654095915,REF88774996,oneToMany
STM00000129,AU123456789012345,2026-01-31,2026-02-02,CHF,138275.76,D,Equipment purchase,BNK537232361,REF88774996,oneToMany
STM00000130,AU123456789012345,2026-02-22,2026-02-24,USD,152277.18,D,Trade settlement payment,BNK637122070,REF71625367,oneToMany
STM00000131,AU123456789012345,2026-02-22,2026-02-24,USD,142324.71,D,Invoice payment to vendor,BNK821327398,REF71625367,oneToMany
STM00000132,AU123456789012345,2026-02-22,2026-02-24,USD,98996.22,D,Loan repayment,BNK258446505,REF71625367,oneToMany
STM00000133,AU123456789012345,2026-01-31,2026-01-31,EUR,39165.50,D,ACH debit settlement,BNK297673978,REF11097786,oneToMany
STM00000134,AU123456789012345,2026-01-31,2026-01-31,EUR,38854.78,D,Utility payment,BNK172615137,REF11097786,oneToMany
STM00000135,AU123456789012345,2026-01-31,2026-01-31,EUR,55540.57,D,Cheque payment,BNK836029802,REF11097786,oneToMany
STM00000136,AU123456789012345,2026-01-15,2026-01-16,GBP,140125.12,C,Trade settlement receipt,BNK289359477,REF29723613,oneToMany
STM00000137,AU123456789012345,2026-01-15,2026-01-16,GBP,149947.68,C,SEPA credit transfer,BNK874002334,REF29723613,oneToMany
STM00000138,AU123456789012345,2026-01-15,2026-01-16,GBP,177571.80,C,Wire transfer inbound,BNK884949885,REF29723613,oneToMany
STM00000139,US123456789012345678,2026-03-16,2026-03-19,USD,73347.06,D,Wire transfer outbound,BNK207421053,REF28862614,oneToMany
STM00000140,US123456789012345678,2026-03-16,2026-03-19,USD,63992.34,D,SEPA direct debit,BNK302235918,REF28862614,oneToMany
STM00000141,US123456789012345678,2026-03-16,2026-03-19,USD,76701.80,D,Rent payment,BNK226927124,REF28862614,oneToMany
STM00000142,GB29NWBK60161331926819,2026-02-05,2026-02-06,JPY,25161.25,C,Grant proceeds,BNK428782786,REF55172343,oneToMany
STM00000143,GB29NWBK60161331926819,2026-02-05,2026-02-06,JPY,23051.70,C,SEPA credit transfer,BNK231464196,REF55172343,oneToMany
STM00000144,GB29NWBK60161331926819,2026-02-05,2026-02-06,JPY,24860.00,C,Payroll funding,BNK836151754,REF55172343,oneToMany
STM00000145,FR7614508059144921279050070,2026-03-10,2026-03-11,AUD,20077.27,D,Intercompany transfer out,BNK728989777,REF33137872,oneToMany
STM00000146,FR7614508059144921279050070,2026-03-10,2026-03-11,AUD,20568.00,D,Cheque payment,BNK260405512,REF33137872,oneToMany
STM00000147,FR7614508059144921279050070,2026-03-10,2026-03-11,AUD,27618.85,D,Intercompany transfer out,BNK167755126,REF33137872,oneToMany
STM00000148,FR7614508059144921279050070,2026-01-31,2026-02-02,AUD,69184.89,C,Customer payment received,BNK604417599,REF80465530,oneToMany
STM00000149,FR7614508059144921279050070,2026-01-31,2026-02-02,AUD,83493.08,C,Customer advance payment,BNK840855321,REF80465530,oneToMany
STM00000150,FR7614508059144921279050070,2026-01-31,2026-02-02,AUD,99118.66,C,Dividend income,BNK224557333,REF80465530,oneToMany
